Pokemon,Description
KubfuDakuma(ダクマ)(0891),"Kubfu is a small, bear-like Legendary Pokémon central to theIsle of Armorstory. It constantly trains to perfect its martial arts ability."
UrshifuŪraosu(ウーラオス)(0892),"Kubfu evolves into Urshifu after completing its training in the Tower of Darkness or Tower of Waters and then being shown the scroll at the top floor of the respective tower. Its secondary type depends on its fighting style, with Dark for Single-Strike Style and Water for Rapid-Strike Style. Single-Strike Style Urshifu uses single, devastating blows with its fists, while Rapid-Strike Style Urshifu uses multiple, nonstop blows at unbelievable speed. Urshifu is capable of Gigantamax, with its 2 forms having different Gigantamax appearances. Each form also has a special new move - Wicked Blow for Single-Strike Style and Surging Strikes for Rapid-Strike Style. Both forms also have their own special G-Max move."
Unknown,Fighting / Water
ZarudeZarūdo(ザルード)(0893),"Zarude is a new Mythical Pokémon that was revealed on Pokémon Day 2020. Resemblant of ababoonand amandrill, Zarude is very aggressive and tends to live in packs. When the vines on their body tear off, they become nutrients for the soil and stimulate the growth of the plants in the lush forests it calls home[32]However, they also occasionally exhibit a softer side. Now raising a human orphan, it wears a piece of cloth around its neck and wraps it around the child because it reminds it of a familiar scent and calms the child. Its special strength stems from the love it gives to the child it raised from birth. WasAs a result, it was nicknamed Dada.[33]This Pokémon also stars in the 23rd anime film,Pokémon the Movie: Secrets of the Jungle, released in Japan on December 25, 2020.[34]Zarude is the only Pokémon capable of learning the move Jungle Healing. Jungle Healing restores HP and heals the status conditions of Zarude and its allies."
RegielekiRejiereki(レジエレキ)(0894),"Two Legendary Pokémon of Galar appeared in a Nintendo Direct on 9 January 2020, and are new members of the Legendary Titans, alongsideRegirock,Regice,Registeeland their masterRegigigas. Their official names were revealed in a trailer on 2 June 2020. They appeared inThe Crown Tundrastory. Only one of these two Titans can be caught per game, and the one to be caught is determined by the player. Both, along with Regirock, Regice and Registeel, are required in the party to encounter Regigigas in a Pokémon Den, meaning the Titan not captured by the player must be obtained by trading. Regieleki's body is a single organ composed of a cluster of electricity, which generates electrical energy. If the rings bounding its body together were to be removed, all of its energy would be released at once. Its signature move, Thunder Cage, damages the target and traps it in a field of electricity that damages them mildly over the course of four to five turns. It has the highest base Speed stat of any Electric-type Pokémon. Regidrago's body is made of crystallized dragon energy and is said to have the powers of all Dragon-type Pokémon. It is theorized that its arms were once the head of an ancient dragon Pokémon, but this theory remains unproven. Regidrago was created by Regigigas out of crystallized dragon energy, but ran out of crystals, and thus, only the head was completed. As a result, the people of old feared of the destruction Regidrago would cause on their land should it be completed. The ancient people immediately sealed it away in a temple. Regidrago's signature move, Dragon Energy, deals more damage the more HP it has left. Regieleki also appears in Pokémon Unite, replacing Rotom in Theia Sky Ruins."
RegidragoRejidorago(レジドラゴ)(0895),No evolution
GlastrierBurizaposu(ブリザポス)(0896),"Described as the Legendary Steeds, they are Calyrex' loyal Pokémon. Depending on whether you use the Iceroot Carrots or the Shaderoot Carrots to summon a Steed, they will be the Steed that Calyrex chooses. Calyrex can mount either one and ""fuse"" with the Steed using the Reins of Unity to become Ice Rider Calyrex or Shadow Rider Calyrex. Only one Steed can be chosen per game. Glastrier resembles an ice-elementalunicornwith a mask of ice harder than diamond. It may be based on the horse of Conquest from the mythologicalFour Horsemen of the Apocalypse, as well as the whiteknight pieceinchess. It emits intensely cold energy from its hooves and has massive physical strength, which it uses to belligerently take whatever it wants. To choose this Steed, the player must plant Carrot Seeds in an icy field on Snowslide Slope to grow an Iceroot Carrot."
SpectrierReisuposu(レイスポス)(0897),"Spectrier resembles a ghostlyhorseand may be based on the horse of Famine from the mythologicalFour Horsemen of the Apocalypse, as well as the blackknight pieceinchess. It craves silence and solitude and probes its surroundings using every sense except sight. Spectrier absorbs the life force of sleeping creatures as it runs about at night, and its kicks are said to result in out-of-body experiences. To choose this Steed, the player must plant Carrot Seeds in a gloomy field within the Old Cemetery to grow a Shaderoot Carrot."
CalyrexBadorekkusu(バドレックス)(0898),"Calyrex is anarctic hare-resemblant Legendary Pokémon sporting a large, bulbouscrown-like growth on its head and is the focus ofThe Crown Tundrastory. It was once a ruler of Galar who reigned during ancient times. Calyrex is a very intelligent Pokémon who has ability to envision the events of all three phases of time: Past, Present and Future. Calyrex has two additional forms that can be taken when it mounts and ""fuses"" with one of the Legendary Steeds using the Reins of Unity; Ice Rider form if fused with Glastrier, and Shadow Rider form if fused with Spectrier. Calyrex is merciful, bestowing healing and blessings, and also provides the growth of crops. Which is why it is also known as the King of Bountiful Harvests. Calyrex's two forms each have a signature move; Glacial Lance for Ice Rider Calyrex and Astral Barrage for Shadow Rider Calyrex. As seen in the main Crown Tundra story, should it choose to communicate with humans. Calyrex can take over one's body and use it to speak the human language."
Unknown,"If Calyrex rides on Glastrier, its secondary type changes into Ice. In this form, Calyrex will learn the move Glacial Lance. Its second Ability will be Chilling Neigh due to the Ability As One."
Unknown,"If Calyrex rides on Spectrier, its secondary type changes into Ghost. In this form, it will learn the move Astral Barrage. Due to the Ability As One, Calyrex will acquire the Ability Grim Neigh."
WyrdeerAyashishi(アヤシシ)(0899),"Wydeer was one of the new Pokémon introduced inPokémon Legends: Arceus. Stantler native to the Hisui region evolve into Wyrdeer after using its signature move, Psyshield Bash, in the Agile Style at least 20 times. This Pokémon has been treasured since long ago by the people of this region, for whom it is indispensable. It grows much larger when it evolves, and garments with the fur shed from its beard, tail, and legs are highly prized for their top-notch protection against the cold. A special Wyrdeer appears as a ridable Pokémon inPokémon Legends: Arceus, letting the player cross terrain much faster."
KleavorBasagiri(バサギリ)(0900),"Kleavor was one of the new Pokémon introduced inPokémon Legends: Arceus. A special mineral found in the Hisui region known as the Black Augurite causes Scyther native to the region to evolve into Kleavor. Parts of its body have hardened into stone. The stone parts often get chipped during fierce battles, and Kleavor that have survived many battles will display larger chipping across their bodies. However, the chipping actually makes these stone parts sharper, increasing their slicing power. It is said that the people of Hisui once used pieces of stone that had fallen from Kleavor to craft tools. A special Kleavor acts as one of the Noble Pokémon in Hisui and the first encountered by the player inPokémon Legends: Arceus."
